binding URI,file URL,msID,shelfmark,collection,binding,condition,decoNote,binding contemporary,binding not after,binding not before,binding height,binding height max,binding height min,binding width,binding width max,binding width min,binding depth,binding depth max,binding depth min,binding unit
MS_Laud_Misc_717_binding_1,manuscript_7493,MS_Laud_Misc_717,MS. Laud Misc. 717,Laud Misc,Contemporary Italian blind-stamped binding.,,,true,,,,,,,,,,,,
MS_Laud_Misc_718_binding_1,manuscript_7494,MS_Laud_Misc_718,MS. Laud Misc. 718,Laud Misc,Limp vellum binding.,,,,1600,,,,,,,,,,,
MS_Laud_Misc_719_binding_1,manuscript_7495,MS_Laud_Misc_719,MS. Laud Misc. 719,Laud Misc,Early-15th-century binding.,,,,1425,1400,,,,,,,,,,
MS_Laud_Misc_720_binding_1,manuscript_7497,MS_Laud_Misc_720,MS. Laud Misc. 720,Laud Misc,19th-century calf rebind.,,,,1900,1800,,,,,,,,,,
MS_Laud_Misc_721_binding_1,manuscript_7498,MS_Laud_Misc_721,MS. Laud Misc. 721,Laud Misc,"Brown tanned calf over laminated pulpboard for Archbp. Laud, 1637–1639. Rust-mark from the staple of a former chained binding, fol. 393.",,,,1639,1637,,,,,,,,,,
MS_Laud_Misc_722_binding_1,manuscript_7499,MS_Laud_Misc_722,MS. Laud Misc. 722,Laud Misc,17th-century sprinkled calf binding.,,,,1700,1600,,,,,,,,,,
MS_Laud_Misc_723_binding_1,manuscript_7500,MS_Laud_Misc_723,MS. Laud Misc. 723,Laud Misc,Plain calf binding.,,,,,,,,,,,,,,,
MS_Laud_Misc_725_binding_1,manuscript_7502,MS_Laud_Misc_725,MS. Laud Misc. 725,Laud Misc,Laudian binding.,,,,1639,1637,,,,,,,,,,
MS_Laud_Misc_727_binding_1,manuscript_7504,MS_Laud_Misc_727,MS. Laud Misc. 727,Laud Misc,"Brown tanned calf over laminated pulpboard for Abp. Laud, 1637–1639.Former chained binding.",,,,1639,1637,,,,,,,,,,
MS_Laud_Misc_728_binding_1,manuscript_7505,MS_Laud_Misc_728,MS. Laud Misc. 728,Laud Misc,17th-century sprinkled calf binding.,,,,1700,1600,,,,,,,,,,
MS_Laud_Misc_729_binding_1,manuscript_7506,MS_Laud_Misc_729,MS. Laud Misc. 729,Laud Misc,"18th-century sprinkled calf, blind-stamped.",,,,1800,1700,,,,,,,,,,
MS_Laud_Misc_730_binding_1,manuscript_7508,MS_Laud_Misc_730,MS. Laud Misc. 730,Laud Misc,"17th-century, roll-tooled over boards.",,,,1700,1600,,,,,,,,,,
MS_Laud_Misc_731_binding_1,manuscript_7509,MS_Laud_Misc_731,MS. Laud Misc. 731,Laud Misc,Early-18th-century blind-tooled sprinkled calf.,,,,1725,1700,,,,,,,,,,
MS_Laud_Misc_732_binding_1,manuscript_7510,MS_Laud_Misc_732,MS. Laud Misc. 732,Laud Misc,19th-century calf rebind.,,,,1900,1800,,,,,,,,,,
MS_Laud_Misc_735_binding_1,manuscript_7513,MS_Laud_Misc_735,MS. Laud Misc. 735,Laud Misc,"Early-15th-century binding, repaired.",,,,1425,1400,,,,,,,,,,
MS_Laud_Misc_737_binding_1,manuscript_7515,MS_Laud_Misc_737,MS. Laud Misc. 737,Laud Misc,"Brown tanned calf over laminated pulpboard for Archbp. Laud, 1637–1639",,,,1639,1637,,,,,,,,,,
MS_Laud_Misc_738_binding_1,manuscript_7516,MS_Laud_Misc_738,MS. Laud Misc. 738,Laud Misc,"Brown tanned calf over laminated pulpboard for Archbp. Laud, 1637–1639",,,,1639,1637,,,,,,,,,,
MS_Laud_Misc_74_binding_1,manuscript_7518,MS_Laud_Misc_74,MS. Laud Misc. 74,Laud Misc,"Brown tanned calf over laminated pulpboard for Abp. Laud, 1637–1639.",,,,1639,1637,,,,,,,,,,
MS_Laud_Misc_740_binding_2,manuscript_7519,MS_Laud_Misc_740,MS. Laud Misc. 740,Laud Misc,The previous seventeenth-century pasteboard binding and suede chemise are kept with the manuscript.,,,,1700,1600,,,,,,,,,,
MS_Laud_Misc_740_binding_1,manuscript_7519,MS_Laud_Misc_740,MS. Laud Misc. 740,Laud Misc,"Modern stitching, binding, and flyleaves",,,,,1990,,,,,,,,,,
MS_Laud_Misc_741_binding_1,manuscript_7520,MS_Laud_Misc_741,MS. Laud Misc. 741,Laud Misc,"Brown tanned calf over laminated pulpboard for Abp. Laud, 1637–1639.Paper flyleaves provide a date for their inclusion in the binding: the watermark is very similar (though not identical) to Briquet nos. 12803 (St. Pol, 1586), 12804 (Evreux, 1588) and 12806 (Amiens, 1600).",,,,1639,1637,,,,,,,,,,
MS_Laud_Misc_743_binding_1,manuscript_7522,MS_Laud_Misc_743,MS. Laud Misc. 743,Laud Misc,Reversed calf binding.,,,,1640,1630,,,,,,,,,,
MS_Laud_Misc_745_binding_1,manuscript_7523,MS_Laud_Misc_745,MS. Laud Misc. 745,Laud Misc,Limp vellum binding.,,,,1640,1630,,,,,,,,,,
MS_Laud_Misc_746_binding_1,manuscript_7524,MS_Laud_Misc_746,MS. Laud Misc. 746,Laud Misc,Limp vellum binding.,,,,1640,1630,,,,,,,,,,
MS_Laud_Misc_747_binding_1,manuscript_7525,MS_Laud_Misc_747,MS. Laud Misc. 747,Laud Misc,19th-century calf rebind; had wrappers.,,,,1900,1800,,,,,,,,,,
MS_Laud_Misc_748_binding_1,manuscript_7526,MS_Laud_Misc_748,MS. Laud Misc. 748,Laud Misc,19th-century calf rebind.,,,,1900,1800,,,,,,,,,,
MS_Laud_Misc_75_binding_1,manuscript_7528,MS_Laud_Misc_75,MS. Laud Misc. 75,Laud Misc,"Brown reversed calf over laminated pulpboard for Abp. Laud, 1637–1639.",,,,1639,1637,,,,,,,,,,
MS_Laud_Misc_750_binding_1,manuscript_7529,MS_Laud_Misc_750,MS. Laud Misc. 750,Laud Misc,19th-century half morocco binding.,,,,1900,1800,,,,,,,,,,
MS_Laud_Misc_751_binding_1,manuscript_7530,MS_Laud_Misc_751,MS. Laud Misc. 751,Laud Misc,Medieval binding.,,,,1550,1475,,,,,,,,,,
MS_Laud_Misc_752_binding_1,manuscript_7531,MS_Laud_Misc_752,MS. Laud Misc. 752,Laud Misc,13th-century binding.,,,,1300,1200,,,,,,,,,,
MS_Laud_Misc_80_binding_2,manuscript_7541,MS_Laud_Misc_80,MS. Laud Misc. 80,Laud Misc,"Rust stains on the first few leaves, presumably from former binding furniture.",,,,1639,1250,,,,,,,,,,
MS_Laud_Misc_80_binding_1,manuscript_7541,MS_Laud_Misc_80,MS. Laud Misc. 80,Laud Misc,"Brown tanned calf over laminated pulpboard for Abp. Laud, 1637–1639.",,,,1639,1637,,,,,,,,,,
MS_Laud_Misc_81_binding_1,manuscript_7542,MS_Laud_Misc_81,MS. Laud Misc. 81,Laud Misc,"Brown tanned calf over laminated pulpboard for Abp. Laud, 1637–1639.",,,,1639,1637,,,,,,,,,,
MS_Laud_Misc_83_binding_1,manuscript_7544,MS_Laud_Misc_83,MS. Laud Misc. 83,Laud Misc,Laudian binding.Former chained binding.,,,,1639,1638,,,,,,,,,,
MS_Laud_Misc_87_binding_1,manuscript_7548,MS_Laud_Misc_87,MS. Laud Misc. 87,Laud Misc,"Brown tanned calf over laminated pulpboard for Abp. Laud, 1637–1639.",,,,1639,1637,,,,,,,,,,
MS_Laud_Misc_92_binding_1,manuscript_7554,MS_Laud_Misc_92,MS. Laud Misc. 92,Laud Misc,"Brown tanned calf over laminated pulpboard for Abp. Laud, 1637–1639.",,,,1639,1637,,,,,,,,,,
MS_Laud_Misc_93_binding_1,manuscript_7555,MS_Laud_Misc_93,MS. Laud Misc. 93,Laud Misc,"Worn velvet binding, early 16th century.",,,,1525,1500,,,,,,,,,,
MS_Laud_Misc_96_binding_1,manuscript_7557,MS_Laud_Misc_96,MS. Laud Misc. 96,Laud Misc,"Brown tanned calf over laminated pulpboard, 19th century, blind-tooled.",,,,1900,1800,,,,,,,,,,
MS_Laud_Misc_97_binding_1,manuscript_7558,MS_Laud_Misc_97,MS. Laud Misc. 97,Laud Misc,"Laudian binding of calf over pasteboard, sewn on four supports; rebacked.",,,,1639,1638,,,,,,,,,,
MS_Laud_Misc_98_binding_1,manuscript_7559,MS_Laud_Misc_98,MS. Laud Misc. 98,Laud Misc,"Brown tanned calf over laminated pulpboard for Abp. Laud, 1637–1639.",,,,1639,1637,,,,,,,,,,
MS_Laud_Lat_10_binding_1,manuscript_7562,MS_Laud_Lat_10,MS. Laud Lat. 10,Laud lat,Limp vellum binding.,,,,1640,1630,,,,,,,,,,
MS_Laud_Lat_100_binding_1,manuscript_7563,MS_Laud_Lat_100,MS. Laud Lat. 100,Laud lat,"Brown tanned calf over laminated pulpboard for Abp. Laud, 1637–1639.",,,,1639,1637,,,,,,,,,,
MS_Laud_Lat_101_binding_1,manuscript_7564,MS_Laud_Lat_101,MS. Laud Lat. 101,Laud lat,"Brown tanned calf over laminated pulpboard for Abp. Laud, 1637–1639.",,,,1639,1637,,,,,,,,,,
MS_Laud_Lat_102_binding_1,manuscript_7565,MS_Laud_Lat_102,MS. Laud Lat. 102,Laud lat,"Conserved and rebound by Sabina Pugh at the Bodleian Library, March 2016 - December 2017. Inboard binding of alum-tawed calkskin over quarter-sawn oak boards, with the spine covering and the tawed spine lining not adhered to the spine of the manuscript. The secondary endbands are sewn with indigo dyed and natural linen threads, and the spine covering is mechanically attached beneath the endband cores by a saddle stitch, sewn with an indigo-dyed linen thread. The boards and endleaves from the previous Laudian binding have been preserved.",,,,2017,2016,,,,,,,,,,
MS_Laud_Lat_103_binding_1,manuscript_7566,MS_Laud_Lat_103,MS. Laud Lat. 103,Laud lat,"Brown tanned calf over laminated pulpboard for Abp. Laud, 1637–1639.",,,,1639,1637,,,,,,,,,,
MS_Laud_Lat_104_binding_1,manuscript_7567,MS_Laud_Lat_104,MS. Laud Lat. 104,Laud lat,"Rebound, 1989-1994",,,,1994,1989,,,,,,,,,,
MS_Laud_Lat_105_binding_1,manuscript_7568,MS_Laud_Lat_105,MS. Laud Lat. 105,Laud lat,"Brown tanned calf over laminated pulpboard for Abp. Laud, 1637–1639.",,,,1639,1637,,,,,,,,,,
MS_Laud_Lat_106_binding_1,manuscript_7569,MS_Laud_Lat_106,MS. Laud Lat. 106,Laud lat,"Brown tanned calf over laminated pulpboard for Abp. Laud, 1637–1639.",,,,1639,1637,,,,,,,,,,
MS_Laud_Lat_107_binding_1,manuscript_7570,MS_Laud_Lat_107,MS. Laud Lat. 107,Laud lat,"Brown tanned calf over laminated pulpboard for Abp. Laud, 1637–1639.",,,,1639,1637,,,,,,,,,,
MS_Laud_Lat_108_binding_1,manuscript_7571,MS_Laud_Lat_108,MS. Laud Lat. 108,Laud lat,"Brown tanned calf over laminated pulpboard for Abp. Laud, 1637–1639.",,,,1639,1637,,,,,,,,,,
MS_Laud_Lat_109_binding_1,manuscript_7572,MS_Laud_Lat_109,MS. Laud Lat. 109,Laud lat,Contemporary binding (white skin over boards).,,,true,,,,,,,,,,,,
MS_Laud_Lat_111_binding_1,manuscript_7575,MS_Laud_Lat_111,MS. Laud Lat. 111,Laud lat,"Rebound in sprinkled calf, 18th century.",,,,1800,1700,,,,,,,,,,
MS_Laud_Lat_112_binding_1,manuscript_7576,MS_Laud_Lat_112,MS. Laud Lat. 112,Laud lat,"Laudian binding, sewn on five bands. Rebacked.",,,,1639,1637,,,,,,,,,,
MS_Laud_Lat_114_binding_1,manuscript_7578,MS_Laud_Lat_114,MS. Laud Lat. 114,Laud lat,"Brown leather over pasteboard, 17th century. One gilt and one black fillet line round the outer edge of both covers. Gilt arms of Laud at the centre of both covers. Six raised bands on spine, decorated with gilt fillet lines. Gilt lettering on spine: ‘PSALM || M S’. Three paper labels on spine, containing respectively: ‘168 || B’, handwritten in black ink; cross in red ink; ‘Laud. Lat. || 114.’, printed. Laid paper pastedowns and fly-leaves with watermarks. Fragments of two ties. Edges of textblock speckled red. Evidence of the former binding at fol. 211v.",,,,1700,1600,,,,,,,,,,
MS_Laud_Lat_115_binding_1,manuscript_7579,MS_Laud_Lat_115,MS. Laud Lat. 115,Laud lat,"Brown tanned calf over laminated pulpboard for Abp. Laud, 1637–1639.",,,,1639,1637,,,,,,,,,,
MS_Laud_Lat_117_binding_1,manuscript_7581,MS_Laud_Lat_117,MS. Laud Lat. 117,Laud lat,"Brown tanned calf over laminated pulpboard for Abp. Laud, 1637–1639.",,,,1639,1637,,,,,,,,,,
MS_Laud_Lat_12_binding_1,manuscript_7583,MS_Laud_Lat_12,MS. Laud Lat. 12,Laud lat,,,"16th century blind-stamped centrepiece binding, rebacked.",,1600,1500,,,,,,,,,,
MS_Laud_Lat_13_binding_1,manuscript_7584,MS_Laud_Lat_13,MS. Laud Lat. 13,Laud lat,16th century; peach velvet over boards with rigid overlapping edges.,,,,1600,1500,,,,,,,,,,
MS_Laud_Lat_14_binding_1,manuscript_7585,MS_Laud_Lat_14,MS. Laud Lat. 14,Laud lat,"Brown tanned calf over laminated pulpboard for Abp. Laud, 1637–1639.",,,,1639,1637,,,,,,,,,,
MS_Laud_Lat_15_binding_1,manuscript_7586,MS_Laud_Lat_15,MS. Laud Lat. 15,Laud lat,,,"16th century, roll-tooled binding.",,1600,1500,,,,,,,,,,
MS_Laud_Lat_16_binding_1,manuscript_7587,MS_Laud_Lat_16,MS. Laud Lat. 16,Laud lat,"Laud’s binding, 17th century, brown leather over pasteboard. Double blind fillet lines round the outer edge of both covers. Gilt coat of arms of Laud on both covers. Sewn on three double or slit cords, three raised bands on spine. Three paper labels on spine, containing respectively: ‘P (?) || Psalterium. || M. S.’, ‘37’ and printed ‘Laud. Lat. || 16.’. Fragments of the fittings of two ties on both covers. Laid paper pastedowns and fly-leaves.",,,,1639,1637,,,,,,,,,,
MS_Laud_Lat_17_binding_1,manuscript_7588,MS_Laud_Lat_17,MS. Laud Lat. 17,Laud lat,"Brown leather over pasteboard, 17th century. Double blind roll border round the outer edge of both covers. Gilt coat of arms of Laud on both covers. Double blind roll lines on spine. Traces of two ties at the fore-edge. Three paper labels on spine, containing respectively: ‘B . Hieronymi sup(er) || Psalma Glossa ...|| Et super alia Cantica || . M . S .’; ‘71’ and ‘Laud. Lat. 17’.",,,,1700,1600,,,,,,,,,,
MS_Laud_Lat_18_binding_1,manuscript_7589,MS_Laud_Lat_18,MS. Laud Lat. 18,Laud lat,"Early 14th century, re-covered 15th (?) century; formerly with chemise; formerly with strap-and-pin fastening on the lower cover.",,,,1500,1300,,,,,,,,,,
MS_Laud_Lat_19_binding_1,manuscript_7590,MS_Laud_Lat_19,MS. Laud Lat. 19,Laud lat,Late 12th century.,,,,1200,1175,,,,,,,,,,
MS_Laud_Lat_20_binding_1,manuscript_7592,MS_Laud_Lat_20,MS. Laud Lat. 20,Laud lat,"Brown tanned calf over laminated pulpboard for Abp. Laud, 1637–1639.",,,,1639,1637,,,,,,,,,,
MS_Laud_Lat_21_binding_1,manuscript_7593,MS_Laud_Lat_21,MS. Laud Lat. 21,Laud lat,"Laudian binding of calf over pasteboards, stamped with Laud's arms in gilt.",,,,1639,1638,,,,,,,,,,
MS_Laud_Lat_22_binding_1,manuscript_7594,MS_Laud_Lat_22,MS. Laud Lat. 22,Laud lat,"Brown tanned calf over laminated pulpboard for Abp. Laud, 1637–1639.",,,,1639,1637,,,,,,,,,,
MS_Laud_Lat_23_binding_1,manuscript_7595,MS_Laud_Lat_23,MS. Laud Lat. 23,Laud lat,"Brown tanned calf over laminated pulpboard for Abp. Laud, 1637–1639.",,,,1639,1637,,,,,,,,,,
MS_Laud_Lat_24_binding_1,manuscript_7596,MS_Laud_Lat_24,MS. Laud Lat. 24,Laud lat,"Brown tanned calf over laminated pulpboard for Abp. Laud, 1637–1639.",,,,1639,1637,,,,,,,,,,
MS_Laud_Lat_24_binding_2,manuscript_7596,MS_Laud_Lat_24,MS. Laud Lat. 24,Laud lat,"Traces of former binding furniture: rust marks and holes in the corners, from four bosses (fols. 1r–4v, 198v–200v).",,,,1637,1190,,,,,,,,,,
MS_Laud_Lat_25_binding_1,manuscript_7597,MS_Laud_Lat_25,MS. Laud Lat. 25,Laud lat,"Brown tanned calf over laminated pulpboard for Abp. Laud, 1637–1639.",,,,1639,1637,,,,,,,,,,
MS_Laud_Lat_25_binding_2,manuscript_7597,MS_Laud_Lat_25,MS. Laud Lat. 25,Laud lat,Remnants of previous binding (fol. 190r–v).,,,,1639,1150,,,,,,,,,,
MS_Laud_Lat_28_binding_1,manuscript_7600,MS_Laud_Lat_28,MS. Laud Lat. 28,Laud lat,"Brown tanned calf over laminated pulpboard for Abp. Laud, 1637–1639.",,,,1639,1637,,,,,,,,,,
MS_Laud_Lat_29_binding_2,manuscript_7602,MS_Laud_Lat_29,MS. Laud Lat. 29,Laud lat,"Marks of rust stains from previous binding (fol. 24v, lower margin).",,,,1639,,,,,,,,,,,
MS_Laud_Lat_29_binding_1,manuscript_7602,MS_Laud_Lat_29,MS. Laud Lat. 29,Laud lat,"Brown tanned calf over laminated pulpboard for Abp. Laud, 1637–1639.",,,,1639,1637,,,,,,,,,,
MS_Laud_Lat_3_binding_1,manuscript_7603,MS_Laud_Lat_3,MS. Laud Lat. 3,Laud lat,"Brown tanned calf over laminated pulpboard for Archbishop Laud, 1637–1639.",,,,1639,1637,,,,,,,,,,
MS_Laud_Lat_30_binding_1,manuscript_7604,MS_Laud_Lat_30,MS. Laud Lat. 30,Laud lat,"Brown tanned calf over laminated pulpboard for Abp. Laud, 1637–1639.",,,,1639,1637,,,,,,,,,,
MS_Laud_Lat_31_binding_1,manuscript_7605,MS_Laud_Lat_31,MS. Laud Lat. 31,Laud lat,Mid-13th century.,,,,1275,1225,,,,,,,,,,
MS_Laud_Lat_35_binding_1,manuscript_7608,MS_Laud_Lat_35,MS. Laud Lat. 35,Laud lat,"Brown tanned calf over laminated pulpboard for Abp. Laud, 1637–1639.",,,,1639,1637,,,,,,,,,,
MS_Laud_Lat_37_binding_1,manuscript_7610,MS_Laud_Lat_37,MS. Laud Lat. 37,Laud lat,"Brown tanned calf over laminated pulpboard for Abp. Laud, 1637–1639.",,,,1639,1637,,,,,,,,,,
MS_Laud_Lat_40_binding_1,manuscript_7614,MS_Laud_Lat_40,MS. Laud Lat. 40,Laud lat,"Brown tanned calf over laminated pulpboard for Abp. Laud, 1637–1639.",,,,1639,1637,,,,,,,,,,
MS_Laud_Lat_41_binding_1,manuscript_7615,MS_Laud_Lat_41,MS. Laud Lat. 41,Laud lat,"Brown tanned calf over laminated pulpboard for Abp. Laud, 1637–1639.",,,,1639,1637,,,,,,,,,,
MS_Laud_Lat_42_binding_1,manuscript_7616,MS_Laud_Lat_42,MS. Laud Lat. 42,Laud lat,"Brown tanned calf over laminated pulpboard for Abp. Laud, 1637–1639.",,,,1639,1637,,,,,,,,,,
MS_Laud_Lat_45_binding_1,manuscript_7619,MS_Laud_Lat_45,MS. Laud Lat. 45,Laud lat,"Standard binding of the Laudian collection, c. 1638-9; rebacked; rust-marks from the furniture of an earlier binding (probably chain staple, see Provenance, and clasps), fol. 154v.",,,,1639,1638,,,,,,,,,,
MS_Laud_Lat_46_binding_1,manuscript_7620,MS_Laud_Lat_46,MS. Laud Lat. 46,Laud lat,"Brown tanned calf over laminated pulpboard for Abp. Laud, 1637–1639; rebacked.",,,,1639,1637,,,,,,,,,,
MS_Laud_Lat_49_binding_1,manuscript_7623,MS_Laud_Lat_49,MS. Laud Lat. 49,Laud lat,"Laudian binding, re-backed.",,,,1638,1637,,,,,,,,,,
MS_Laud_Lat_5_binding_1,manuscript_7624,MS_Laud_Lat_5,MS. Laud Lat. 5,Laud lat,"Red leather over boards, 19th century. Blind roll border round the outer edge of both covers. Blind roll decoration forming a rectangle with floral corner-pieces on both covers. Five raised bands on spine with blind roll decoration on panels between the bands. Gilt lettering on spine: ‘PSALMI .’. Bodleian paper label on spine: ‘Laud Lat. 5’. Marbled paper pastedowns and fly-leaves. Holes and marks left by three (?) clasps of an earlier binding on leaves at the beginning.",,,,1900,1800,,,,,,,,,,
MS_Laud_Lat_50_binding_1,manuscript_7625,MS_Laud_Lat_50,MS. Laud Lat. 50,Laud lat,,,"16th century, Venice, ornamented in blind.",,1600,1500,,,,,,,,,,
MS_Laud_Lat_6_binding_1,manuscript_7635,MS_Laud_Lat_6,MS. Laud Lat. 6,Laud lat,"Brown tanned calf over laminated pulpboard for Abp. Laud, 1637–1639",,,,1639,1637,,,,,,,,,,
MS_Laud_Lat_68_binding_1,manuscript_7644,MS_Laud_Lat_68,MS. Laud Lat. 68,Laud lat,Laudian binding.Former chained binding.,,,,1639,1637,,,,,,,,,,
MS_Laud_Lat_75_binding_1,manuscript_7652,MS_Laud_Lat_75,MS. Laud Lat. 75,Laud lat,Early 15th century.,,,,1425,1400,,,,,,,,,,
MS_Laud_Lat_81_binding_1,manuscript_7659,MS_Laud_Lat_81,MS. Laud Lat. 81,Laud lat,"Limp parchment, 17th century. Sewn on three cords. Evidence of the Bodleian (?) label on spine; handwritten title in ink on spine. Paper end-leaves.",,,,1700,1600,,,,,,,,,,
MS_Laud_Lat_82_binding_1,manuscript_7660,MS_Laud_Lat_82,MS. Laud Lat. 82,Laud lat,"Brown polished calf over pasteboard, 17th century. Double blind roll border round the outer edge of both covers. Gilt arms of Laud on both covers. Four raised bands on spine. Holes left by the fittings of two ties on both covers. Three paper labels on spine, containing respectively: ‘Psalmi || David(is) . &c . || M. S.’, ‘. . .19 . . .’ and printed ‘Laud. Lat. || 82’.",,,,1700,1600,,,,,,,,,,
MS_Laud_Lat_83_binding_1,manuscript_7661,MS_Laud_Lat_83,MS. Laud Lat. 83,Laud lat,Early 15th century.,,,,1425,1400,,,,,,,,,,
MS_Laud_Lat_84_binding_1,manuscript_7662,MS_Laud_Lat_84,MS. Laud Lat. 84,Laud lat,"Sewn on seven tawed (?) medieval (?) thongs, with medieval (?) wood boards covered with worn red velvet, late 18th to early 19th century. The thongs are broken at the joints and the boards are almost detached. Fragments of the Bodleian paper labels on spine. Gilt edges of textblock. Impressions left by the fittings of two clasps on the upper and lower covers.",,,,1800,1300,,,,,,,,,,
MS_Laud_Lat_85_binding_1,manuscript_7663,MS_Laud_Lat_85,MS. Laud Lat. 85,Laud lat,,,"Blind-stamped vellum, c. 1630.",,1635,1625,,,,,,,,,,
MS_Laud_Lat_9_binding_1,manuscript_7668,MS_Laud_Lat_9,MS. Laud Lat. 9,Laud lat,,,"16th century, English, roll-tooled in blind over wooden boards.",,1600,1500,,,,,,,,,,
MS_Laud_Lat_90_binding_1,manuscript_7669,MS_Laud_Lat_90,MS. Laud Lat. 90,Laud lat,"Brown tanned calf over laminated pulpboard for Abp. Laud, 1637–1639",,,,1639,1637,,,,,,,,,,
MS_Laud_Lat_91_binding_2,manuscript_7670,MS_Laud_Lat_91,MS. Laud Lat. 91,Laud lat,Evidence of an earlier binding: extensive wormholes at front and back; rust-marks from two clasps at front.,,,,1500,1200,,,,,,,,,,
MS_Laud_Lat_91_binding_1,manuscript_7670,MS_Laud_Lat_91,MS. Laud Lat. 91,Laud lat,"A standard binding of the Laudian collection, reversed calf, c. 1638-9; rebacked.",,,,1639,1638,,,,,,,,,,
MS_Laud_Lat_92_binding_1,manuscript_7671,MS_Laud_Lat_92,MS. Laud Lat. 92,Laud lat,"Brown tanned calf over laminated pulpboard for Abp. Laud, 1637–1639.",,,,1639,1637,,,,,,,,,,
MS_Laud_Lat_95_binding_1,manuscript_7674,MS_Laud_Lat_95,MS. Laud Lat. 95,Laud lat,"Brown leather over pasteboard, 18th century. Rebacked in the Bodleian with the original spine relaid. Blind roll border round the outer edge of both covers. Blind roll decoration forming a rectangle with floral corner-pieces on both covers. Five raised bands on spine. Gilt lettering on spine: ‘LAUD || K.59’. Paper label on spine printed ‘Laud Lat. || 95’. Laid paper pastedowns and fly-leaves. Fol. 1r was a pastedown of an earlier binding. Holes and marks left by a clasp of an earlier binding on fols. 1–3 and 148–149.",,,,1800,1700,,,,,,,,,,
MS_Laud_Lat_96_binding_1,manuscript_7675,MS_Laud_Lat_96,MS. Laud Lat. 96,Laud lat,"Brown tanned calf over laminated pulpboard for Abp. Laud, 1637–1639",,,,1639,1637,,,,,,,,,,
MS_Laud_Lat_98_binding_1,manuscript_7677,MS_Laud_Lat_98,MS. Laud Lat. 98,Laud lat,"Brown tanned calf over laminated pulpboard for Abp. Laud, 1637–1639",,,,1639,1637,,,,,,,,,,
MS_Laud_Lat_99_binding_1,manuscript_7678,MS_Laud_Lat_99,MS. Laud Lat. 99,Laud lat,"Brown tanned calf over laminated pulpboard for Abp. Laud, 1637–1639; rebacked.",,,,1639,1637,,,,,,,,,,
MS_Lawn_medieval_1_binding_1,manuscript_7679,MS_Lawn_medieval_1,MS. Lawn medieval 1,Lawn,17th-century: blind-tooled calf over pasteboards; sewn on four bands. Three stamps of a Tudor rose in gilt on the spine.,,,,1700,1600,,,,,,,,,,
MS_Lawn_medieval_6_binding_1,manuscript_7697,MS_Lawn_medieval_6,MS. Lawn medieval 6,Lawn,"Limp parchment wrapper with added endleaves, likely 17th century.",,,,1699,1600,,,,,,,,,,
MS_Liturg_100_binding_1,manuscript_7701,MS_Liturg_100,MS. Liturg. 100,Liturgical,"Flemish (?), 16th century, first half (early?): wooden boards covered in brown leather, with a blind panel stamped four times on each cover; the panel, 77 × 50 mm, with two rows of five beasts in foliage, around the central motto ‘Ora pro nobis sancta dei genitrix’ . The panel was used by a number of Flemish binders: see Staffan Fogelmark, (New York, 1990), pp. 145 and n. 305, 151 n. 329, 216ff., 221; pl. XLII, R.106–107. Rebacked.Flemish and related panel-stamped bindings: evidence and principles",,,,1550,1500,,,,,,,,,,
