metadata: addition UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: partID,overview: additions,locus: locus,locus: from,locus: to,people: author name(s),people: author ID(s),people: scribe name(s),people: scribe ID(s),people: signer name(s),people: signer ID(s),people: former owner name(s),people: former owner ID(s),people: other person name(s),people: other person ID(s),bibliography: bibl(s),bibliography: title(s),bibliography: ref(s),bibliography: ref URI(s)
_addition_1,manuscript_11890,,,"Cambridge, Pembroke College, MS 292",part,,,"There are numerous marginal annotations in Greek and Latin by the copyist. These include collations of variant readings in the text's patristic citations with printed editions and with the text of Euthymius Zigabenos, Panoplia dogmatica ad Alexium Comnenum (TLG 3038.001; PG 130, coll. 20-1360) in Cambridge, Trinity College, MS B.8.9. On f. 123r the marginal letter alpha indicates the intended position for a supplementary passage from Euthymius Zigabenos (Part II, f. [p] recto-[p] verso). There are also Greek and Latin annotations by other hands.",f. 123r; f. [p] recto-[p] verso,1:123r 6:[p] recto,1:123r 6:[p] verso,,,,,,,,,,,"Cambridge, Trinity College, MS B.8.9",,,
_addition_3,manuscript_11890,,,"Cambridge, Pembroke College, MS 292",part,,,"There are marginal notes by the copyist regarding citations and variant readings. On f. [a] recto are the note Ad volumen tertium Manuscripti Nicetae, the deleted note Ad Tomum 3 and some pen-trials.",f. [a] recto,4:[a] recto,4:[a] recto,,,,,,,,,,,,,,
_addition_4,manuscript_11890,,,"Cambridge, Pembroke College, MS 292",part,,,On f. [a] recto are the notes Synodicon istud idem est cum illo quod a Pappo non ita pridem edebatur and Ιουδαϊκῶς ἄγειν τὸ μυστικὸν,f. [a] recto,4:[a] recto,4:[a] recto,,,,,,,,,,,,,,
_addition_1,manuscript_11891,,,"Cambridge, Pembroke College, MS 293",part,,,"There are numerous marginal annotations in Greek and Latin by the copyist. These include collations of variant readings in the text's patristic citations with printed editions and with the text of Euthymios Zigabenos (c. 1050-c. 1118) Zigavenos, Euthymios, approximately 1050-approximately 1118 or 1120 , Panoplia dogmatica ad Alexium Comnenum (TLG 3038.001; PG 130, coll. 20-1360) in Cambridge, Trinity College, MS B.8.9. There are also Greek and Latin annotations by other hands.",,,,,,,,,,,,"Euthymios Zigabenos (c. 1050-c. 1118); Zigavenos, Euthymios, approximately 1050-approximately 1118 or 1120",,"Cambridge, Trinity College, MS B.8.9",,,
_addition_3,manuscript_11891,,,"Cambridge, Pembroke College, MS 293",part,,,"The copyist has marked the number 391 at the beginning of the text, indicating the page of the manuscript where the passage translated here begins, and added marginal citations of sources and other notes in Greek and Latin.",,,,,,,,,,,,,,,,,
_addition_1,manuscript_11892,,,"Cambridge, Pembroke College, MS 294",manuscript,,MS-PEMBROKE-00294,"There are numerous marginal annotations in Greek and Latin by the copyist, including the collation of variant readings with the text of Euthymios Zigabenos (c. 1050-c. 1118) Zigavenos, Euthymios, approximately 1050-approximately 1118 or 1120 , Panoplia dogmatica ad Alexium Comnenum (TLG 3038.001; PG 130, coll. 20-1360) in Cambridge, Trinity College, MS B.8.9. On ff. 40r-41v, 73r, 74r-77r, 80r and 81v marginal letters indicate the intended position for supplementary passages from Euthymius Zigabenos, which were copied in a booklet accompanying MS 292 (Part II, ff. [b] recto-[o] verso). There are also Greek and Latin annotations by other hands.",40r-41v; 73r; 74r-77r; 80r; 81v,40r 73r 74r 80r 81v,41v 73r 77r 80r 81v,,,,,,,,,"Euthymios Zigabenos (c. 1050-c. 1118); Zigavenos, Euthymios, approximately 1050-approximately 1118 or 1120",,"Cambridge, Trinity College, MS B.8.9; MS 292",,,
_addition_1,manuscript_11893,,,"Cambridge, Pembroke College, MS 295",part,,,"There are numerous marginal annotations in Greek and Latin by the copyist, including the collation of variant readings with the text of Euthymios Zigabenos (c. 1050-c. 1118) Zigavenos, Euthymios, approximately 1050-approximately 1118 or 1120 , Panoplia dogmatica ad Alexium Comnenum (TLG 3038.001; PG 130, coll. 20-1360) in Cambridge, Trinity College, MS B.8.9. There are also Greek and Latin annotations by other hands.",,,,,,,,,,,,"Euthymios Zigabenos (c. 1050-c. 1118); Zigavenos, Euthymios, approximately 1050-approximately 1118 or 1120",,"Cambridge, Trinity College, MS B.8.9",,,
_addition_1,manuscript_11894,,,"Cambridge, Pembroke College, MS 310",manuscript,,MS-PEMBROKE-00310,"As part of the original process of production, the text is supplied with headings identifying lections, which sometimes appear in the margin and sometimes in the line of text, and headings identifying the Gospel, always in the line of text.",,,,,,,,,,,,,,,,,
_addition_2,manuscript_11894,,,"Cambridge, Pembroke College, MS 310",manuscript,,MS-PEMBROKE-00310,"There are notes in Arabic identifying lections on ff. 30v (6th Sunday after Easter), 34r (Pentecost) and 37r (1st Sunday after Pentecost). The note on f. 30v is incorrect, as it appears next to the lection for Ascension Day, and there is no lection for the sixth Sunday after Easter in this manuscript (Minns, pp. 217-218).",30v; 34r; 37r; f. 30v,30v 34r 37r 30v,30v 34r 37r 30v,,,,,,,,,,,,,,
_addition_3,manuscript_11894,,,"Cambridge, Pembroke College, MS 310",manuscript,,MS-PEMBROKE-00310,A note on the modern replacement folio f. [i] recto records the purchase and posited date of the manuscript: 310 Evangelistarium Graece. saeculum XI-XII emptum A.D. MCMXXIIII. Pret. XV. LI.,f. [i] recto,[i] recto,[i] recto,,,,,,,,,,,,,,
_addition_1,manuscript_11895,,,"Cambridge, Queens' College, MS 32",part,,,"On the left pastedown there is a modern annotation in pencil concerning the manuscript and its age, probably by a librarian.",left pastedown,"left cover, inner","left cover, inner",,,,,,,,,,,,,,
_addition_3,manuscript_11895,,,"Cambridge, Queens' College, MS 32",part,,,In the margins of f. [182]v there are annotations by hand A.,f. [182]v,[182]v,[182]v,,,,,,,,,,,,,,
_addition_4,manuscript_11895,,,"Cambridge, Queens' College, MS 32",part,,,"A later hand wrote annotations in Latin and Greek, indicating the wrong order of the text, on ff. [184]v and [191]v.",[184]v; [191]v,[184]v [191]v,[184]v [191]v,,,,,,,,,,,,,,
_addition_6,manuscript_11895,,,"Cambridge, Queens' College, MS 32",part,,,A later hand wrote annotations in Latin in order to indicate the correct order of the text in this part: f. 214r Hoc latus debet esse secundum sextii folii sequentis f. [219]v In priori latere sextii folii praecedentis invenies quod sequi debet.,f. 214r; f. [219]v,214r [219]v,214r [219]v,,,,,,,,,,,,,,
_addition_1,manuscript_11896,,,"Cambridge, Queens' College, MS 33",manuscript,,MS-QUEENS-00033,Notes on the contents of the manuscript on f. [i] verso.,f. [i] verso,[i] verso,[i] verso,,,,,,,,,,,,,,
_addition_2,manuscript_11896,,,"Cambridge, Queens' College, MS 33",manuscript,,MS-QUEENS-00033,"Bookplate with coat of arms of Queens' College (dated 1700), glued on f. [1]r.",f. [1]r,[1]r,[1]r,,,,,,,,,,,,,,
_addition_3,manuscript_11896,,,"Cambridge, Queens' College, MS 33",manuscript,,MS-QUEENS-00033,"Readers' notes on ff. 71r, [115]r, [116]v, [117]r, [151]r.",71r; [115]r; [116]v; [117]r; [151]r,71r [115]r [116]v [117]r [151]r,71r [115]r [116]v [117]r [151]r,,,,,,,,,,,,,,
_addition_4,manuscript_11896,,,"Cambridge, Queens' College, MS 33",manuscript,,MS-QUEENS-00033,"Variant readings on ff. [103]v, [104]v.",[103]v; [104]v,[103]v [104]v,[103]v [104]v,,,,,,,,,,,,,,
_addition_5,manuscript_11896,,,"Cambridge, Queens' College, MS 33",manuscript,,MS-QUEENS-00033,"Chapter titles in Apsines' treatise (e.g. ff. [151]r, [152]v, [155]v) added from Aldus Manutius' edition (1508)",[151]r; [152]v; [155]v,[151]r [152]v [155]v,[151]r [152]v [155]v,,,,,,,,,,,,,Aldus Manutius' edition (1508),https://hdl.handle.net/2027/ucm.5316539973
_addition_1,manuscript_11897,,,"Cambridge, Sidney Sussex College, MS 61",manuscript,,MS-SIDNEY-00061,A note on the left pastedown reads ἀρχὴ σὴν Θεῶ ἁγίω ὦν αλήλουγιριον . There are occasional pen-trials. On the right pastedown are notes including a copy of the monocondylion of the hieromonachos Theonas from f. 3r and a cryptographic substitution sequence.,on the left pastedown; the right pastedown; f. 3r,"left cover, inside right cover, inside 3r","left cover, inside right cover, inside 3r",,,,,,,,,,,,,,
_addition_2,manuscript_11897,,,"Cambridge, Sidney Sussex College, MS 61",manuscript,,MS-SIDNEY-00061,"On f. 6v a later hand has copied the heading on f. 7r opposite, with a Latin description: Δήλωσις ἀκριβὴς εκ τῶν κανονικῶν διαταξίων. Liber chartaceus. The same hand has added occasional annotations in Greek and Latin (e.g. ff. [32r-35r]).",f. 6v; f. 7r; ff. [32r-35r],6v 7r [32r],6v 7r [35r],,,,,,,,,,,,,,
_addition_3,manuscript_11897,,,"Cambridge, Sidney Sussex College, MS 61",manuscript,,MS-SIDNEY-00061,Notes on the left pastedown give the present classmark and the former classmarks Δ.3.16 and K.3.16 (altered from K.3.17).,on the left pastedown,"left cover, inside","left cover, inside",,,,,,,,,,,,,,
_addition_4,manuscript_11897,,,"Cambridge, Sidney Sussex College, MS 61",manuscript,,MS-SIDNEY-00061,"A note on the left pastedown records the manuscript's donation to the College by Samuel Ward in 1643: Liber Collegii Dominae Franciscae Sidney Sussex ovem (una cum aliis MSS Plurimum Reverendi vir Samuel Ward S.T.D. Professor pro Domina Margareta dicti Collegii tertius Magister, ultima voluntate et testamento legavit. Anno Domini 1643.",left pastedown,"left cover, inside","left cover, inside",,,,,,,,,,,,,,
_addition_1,manuscript_11898,,,"Cambridge, St John's College, MS F.15",manuscript,,MS-SJC-F-00015,"On pastedown: classmark and initials of donor: Tho. C. S.; f. [i] recto: title Proclus graece in platonem de repubblicam, price (40s) and μηδὲν ἄνευ Θεοῦ; f. [103]v: scribbles and possession note (?): Ἰωάννης Τασιερίηρος τοῦτον τὸν βιβλιων ... τῶ μὲν αυτῶ καὶ τωσαυτῶ και καλα",pastedown; f. [i] recto; f. [103]v,"left cover, inner [i] recto [103]v","left cover, inner [i] recto [103]v",,,,,,,,,,,,,,
_addition_1,manuscript_11899,,,"Cambridge, St John's College, MS O.79",part,,,"There are various brief annotations and pen-trials in Greek, including the name Ἰωάννης and sketches of a chess-board on f. [ii] recto and of plaited ornament on f. [i] verso. A pen-trial on f. [i] recto appears to have originally read καλὸν κόκκινον (""good red"") in red ink and καλὸν μελάνιν (""good black"") in black ink. Most of these reflect the original orientation of the leaf, and therefore now appear upside-down, indicating that they were probably added before it was bound into this manuscript. However, the number 1 (αʹ) has been marked on ff. [i] verso and [ii] recto in accordance with the present orientation. These were presumably added since the reuse of these fragments.",f. [ii] recto; f. [i] verso; f. [i] recto; [i] verso; [ii] recto,[ii] recto [i] verso [i] recto [i] verso [ii] recto,[ii] recto [i] verso [i] recto [i] verso [ii] recto,,,,,,,,,,,,,,
_addition_10,manuscript_11899,,,"Cambridge, St John's College, MS O.79",part,,,"Another hand of similar date has added notes of content here: Ἐρωτήματα: loco donati and Proton hoc est liber in grammatica. 492. The note Ἐρωτήματα: loco donati also appears on f. 81v. Various brief Greek and Latin jottings and pen-trials and a sketch of some plaited ornament appear on f. 82v, with the motto Non potest regere qui non se regi.",f. 81v; f. 82v,81v 82v,81v 82v,,,,,,,,,,,,,,
_addition_11,manuscript_11899,,,"Cambridge, St John's College, MS O.79",part,,,A later hand has added a note regarding content on f. 1r.,f. 1r,1r,1r,,,,,,,,,,,,,,
_addition_2,manuscript_11899,,,"Cambridge, St John's College, MS O.79",part,,,"A note of content in black ink has been added to f. [i] recto: Emanuelis Moscopuli Erotemata Grammatica, et Prosodiae graeca, saeculi XIV. Bachinius Iten Aphtonii Sophistae Progymnasmata grece.",f. [i] recto,[i] recto,[i] recto,,,,,,,,,,,,,,
_addition_3,manuscript_11899,,,"Cambridge, St John's College, MS O.79",part,,,Also on f. [i] recto is a note of sale in pencil: 2 rare ancient Greek MSS. together 5£ 5s.,f. [i] recto,[i] recto,[i] recto,,,,,,,,,,,,,,
_addition_4,manuscript_11899,,,"Cambridge, St John's College, MS O.79",part,,,"Several serial numbers appear on f. [i] recto: VV 4 no. 227; Αρ. 6 (in ink, followed by the price 5£ in pencil); 2440; and a number written in ink beginning with the digit 2 and ending with 5, later altered in pencil to read 247 or 248.",f. [i] recto,[i] recto,[i] recto,,,,,,,,,,,,,,
_addition_6,manuscript_11899,,,"Cambridge, St John's College, MS O.79",part,,,"As part of the original production of the manuscript, the scribe has added brief marginal notes regarding content in red ink.",,,,,,,,,,,,,,,,,
_addition_7,manuscript_11899,,,"Cambridge, St John's College, MS O.79",part,,,"Through much of the manuscript (ff. 13r-48v) a later hand has added abbreviated indications of the content of the adjacent lines in small Greek script in the outer margins. There are longer annotations in Greek in an inelegant hand (e.g. ff. 2r, 3v-4r), and occasional marginal annotations in Greek by other hands.",ff. 13r-48v; 2r; 3v-4r,13r 2r 3v,48v 2r 4r,,,,,,,,,,,,,,
_addition_8,manuscript_11899,,,"Cambridge, St John's College, MS O.79",part,,,"In the early part of the manuscript (ff. 1r-32r) a humanist hand has added notes in Greek and Latin regarding adjacent content, and some interlinear glosses.",ff. 1r-32r,1r,32r,,,,,,,,,,,,,,
_addition_9,manuscript_11899,,,"Cambridge, St John's College, MS O.79",part,,,"An note in a 15th-century hand has been added to f. 1r, regarding the loan of the manuscript by Palla Strozzi to the Monastery of Santa Giustina in Padua: Iste liber est monasterii Sancte Iustine de Padua deputatus usui dicti monasterii largitione per dominum Palantem de Strocis. Non debet vendi.",f. 1r,1r,1r,,,,,,,,,,,,,,
_addition_1,manuscript_11901,,,"Cambridge, St John's College, MS A.6",manuscript,,MS-SJC-A-00006,"On p. 485, after the conclusion of the text, the scribe (hand A) added a note in Greek explaining the collation of the manuscript: α β γ δ ε ζ η θ ι κ λ μ ν ξ ο π ρ σ τ υ φ χ ψ ω αα. Μέχρι τούτου πάντα ἐστὶ πεντάφυλλα πλὴν τοῦ αα τρίφυλλον.",p. 485,485.0,485.0,,,,,,,,,,,,,,
_addition_2,manuscript_11901,,,"Cambridge, St John's College, MS A.6",manuscript,,MS-SJC-A-00006,"On p. 1, in the upper margin, there is an annotation in black ink by a later hand Oribasius anno Christi 351.",p. 1,1.0,1.0,,,,,,,,,,,,,,
_addition_1,manuscript_11907,,,"Cambridge, Trinity College, MS B.3.18",manuscript-composite,,MS-TRINITY-B-00003-00018,"On the left pastedown is written the shelfmark B.3.18, in brown ink; a previous one, B.4.14, has been struck through.",left pastedown,"left cover, inner","left cover, inner",,,,,,,,,,,,,,
_addition_2,manuscript_11907,,,"Cambridge, Trinity College, MS B.3.18",manuscript-composite,,MS-TRINITY-B-00003-00018,"In the upper margin of f. [v] recto there is a note in Latin, in brown ink, indicating the manuscript's contents: Theophylacti Epistulae pag. 1 | Historia Concilii Nicaeni pag. 41. Below are written the present shelfmark, B.3.18, and a previous one, B.4.14 (erased with a stroke).",f. [v] recto,[v] recto,[v] recto,,,,,,,,,,,,,,
_addition_3,manuscript_11907,,,"Cambridge, Trinity College, MS B.3.18",manuscript-composite,,MS-TRINITY-B-00003-00018,A note in Latin is written in the upper margin of f. [viii] recto.,f. [viii] recto,[viii] recto,[viii] recto,,,,,,,,,,,,,,
_addition_1,manuscript_11908,,,"Cambridge, Trinity College, MS B.4.10",manuscript,,MS-TRINITY-B-00004-00010,"On the left pastedown are written the present shelfmark, B.4.10, and two other, which have been erased, C.4.24 and B.IV.9.",left pastedown,"left cover, inner","left cover, inner",,,,,,,,,,,,,,
