metadata: binding UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,overview: binding,overview: condition,overview: decoration,date: contemporary,date: when,date: not before,date: not after,date: certainty,date: calendar,dimensions: height,dimensions: height max,dimensions: height min,dimensions: width,dimensions: width max,dimensions: width min,dimensions: depth,dimensions: depth max,dimensions: depth min,dimensions: unit
_binding_1,manuscript_11922,,,"Cambridge, Trinity College, MS B.8.8","Wooden boards covered with brown leather; edges are tooled in blind. The spine is in light brown skin, with a strip in red leather for title (Chrysostoi Homiliae MSS).; 300 235 96",,,,,1700,1750,,gregorian,300.0,300.0,300.0,235.0,235.0,235.0,96.0,96.0,96.0,mm
_binding_1,manuscript_11923,,,"Cambridge, Trinity College, MS B.8.9","18th-century full leather binding over couched-laminate boards, with plain pastedowns. There is decorative gold tooling on the spine. The author's name Euthimius MS is tooled in gold on a red label on the spine, and the classmark appears on patches.; 279 230 90","The left outer joint is partially split. Both endcaps are damaged, the headband and tailband are partially detached and the headband is partially unravelled.",,,,1700,1799,,gregorian,279.0,279.0,279.0,230.0,230.0,230.0,90.0,90.0,90.0,mm
_binding_1,manuscript_11924,,,"Cambridge, Trinity College, MS B.8.10","Couched-laminate boards covered with brown leather, edges are tooled in blind. False bands tooled in gold and red leather strip with title on spine: Origenis in Mattheum M.SS..; 280 200 60",,,,,1725,1775,,gregorian,280.0,280.0,280.0,200.0,200.0,200.0,60.0,60.0,60.0,mm
_binding_1,manuscript_11925,,,"Cambridge, Trinity College, MS B.8.11","Wooden boards covered with brown leather, edges are tooled in blind. The spine is in light brown skin.; 290 220 115",,,,,1700,1750,,gregorian,290.0,290.0,290.0,220.0,220.0,220.0,115.0,115.0,115.0,mm
_binding_1,manuscript_11926,,,"Cambridge, Trinity College, MS B.8.12",Couched-laminate boards covered with brown leather; edges are tooled in blind. False bands tooled in gold and red leather strip with title on spine: Gregori Nazianzeni Orationes.; 275 220 90,,,,,1725,1775,,gregorian,275.0,275.0,275.0,220.0,220.0,220.0,90.0,90.0,90.0,mm
_binding_1,manuscript_11927,,,"Cambridge, Trinity College, MS B.8.5A",The slips of parchment are preserved between two glass sheets in a wooden frame.,,,,,1857,,,gregorian,,,,,,,,,,
_binding_1,manuscript_11928,,,"Cambridge, Trinity College, MS B.9.1","18th-century full leather binding over couched-laminate boards, with plain pastedowns. There is decorative blind tooling on the edges of the boards. Thee is decorative gold tooling on the spine and the names Sancti Alexii Gregorii Nyssensis Anastasii tooled in gold on a red leather label. The classmark appears on patches on the spine. Leather tabs marking the beginning of texts survive on the foredges of ff. 95 47, 130 and f. 184.; 395 293 92",The binding has been rebacked.,,,,1700,1799,,gregorian,395.0,395.0,395.0,293.0,293.0,293.0,92.0,92.0,92.0,mm
_binding_1,manuscript_11929,,,"Cambridge, Trinity College, MS B.9.2","18th-century full leather binding over couched-laminate boards, with plain pastedowns. There is decorative blind tooling on the edges of the boards. Rebacked spine with decorative gold tooling and the title Vitae Sanctorum MSS tooled in gold on a red label. The classmark appears on patches on the spine. Leather tabs of page markers survive in whole or in part on the edge of folios where each text begins (e.g. ff. 67, 77). A word has been written on the head-edge, probably Οκτοβριο. (The spelling is suggested by analogy to MS B.9.14, from the same provenance.); 390 315 113",The binding has been rebacked.,,,,1700,1799,,gregorian,390.0,390.0,390.0,315.0,315.0,315.0,113.0,113.0,113.0,mm
_binding_1,manuscript_11930,,,"Cambridge, Trinity College, MS B.9.3","18th-century full leather binding over couched-laminate boards, with plain pastedowns. There is decorative blind tooling on the edges of the boards and gold tooling on the spine. The title Vitae Sanctorum MSS is tooled in gold on a red label on the spine, and the classmark appears on patches.; 384 276 62",Both outer joints are partially split and both endcaps are damaged.,,,,1700,1799,,gregorian,384.0,384.0,384.0,276.0,276.0,276.0,62.0,62.0,62.0,mm
_binding_1,manuscript_11931,,,"Cambridge, Trinity College, MS B.9.4","18th-century full leather binding over couched-laminate boards, with plain pastedowns. There is decorative gold tooling on the spine and blind tooling on the edges. The title Chrysostom Homiliae in Genesim is tooled in gold on a red label on the spine, and the classmark appears on patches.; 389 292 118",The left board is partially detached. Part of the headband is missing and the tailband is split.,,,,1700,1799,,gregorian,389.0,389.0,389.0,292.0,292.0,292.0,118.0,118.0,118.0,mm
_binding_1,manuscript_11932,,,"Cambridge, Trinity College, MS B.9.5","Western full leather cover over pasteboards. Gold tooling on the boards' edges. Blind tooling on both covers: rectangular frame of triple-fillets with leaves at the corners. On the spine, gold tooling on a red square with title Anastasii | Antioche and three paper labels with the shelfmark. The edges are coloured in red. ni | M.S. 365 255 45",The cover is damaged near the edges; the spine is partially split from the boards.,,,,1540,1800,,gregorian,365.0,365.0,365.0,255.0,255.0,255.0,45.0,45.0,45.0,mm
_binding_1,manuscript_11933,,,"Cambridge, Trinity College, MS B.9.6","18th-century full leather binding over couched-laminate boards, with plain pastedowns. The edges have been painted red. There is decorative gold tooling on the spine, and the author's name Philo Iudeos MSS tooled in gold on a red label.; 368 242 115",,,,,1700,1799,,gregorian,368.0,368.0,368.0,242.0,242.0,242.0,115.0,115.0,115.0,mm
_binding_1,manuscript_11934,,,"Cambridge, Trinity College, MS B.9.7","Western full leather binding over pasteboards. Blind tooled double frame motif on both boards. On the upper, central and lower part of the spine are pasted three paper labels with the shelfmark. 360 250 105",Rebacked. There are scraps on the left cover.,,,,1550,1699,,,360.0,360.0,360.0,250.0,250.0,250.0,105.0,105.0,105.0,mm
_binding_1,manuscript_11935,,,"Cambridge, Trinity College, MS B.9.8","16th/17th century western full leather binding, pasteboards. Golden tooling on both covers: arms of Silvius Elwes (see History) in an oval, on its two sides initials S. E.. The arms exhibit traces of color, red and blue. Gold tooling on the boards' edges. Edges are coloured in blue/green. On the spine, gold tooling with title Athanasii opera; in the upper, central and lower part are pasted three paper labels with the shelfmark. 345 250 80",,,,,1576,1638,,gregorian,345.0,345.0,345.0,250.0,250.0,250.0,80.0,80.0,80.0,mm
_binding_1,manuscript_11936,,,"Cambridge, Trinity College, MS B.9.9","16th/17th century western full leather binding, pasteboards. Golden tooling on both covers: arms of Silvius Elwes (see History) in an oval, with particulars painted in red, and initials S. E. On spine, gold tooling on a red square with title Hermes | and three paper labels with the shelfmark. The edges are coloured in blue/green. Trismegistius | et Plotini | Enneades 345 250 68",,,,,1576,1638,,gregorian,345.0,345.0,345.0,250.0,250.0,250.0,68.0,68.0,68.0,mm
_binding_1,manuscript_11937,,,"Cambridge, Trinity College, MS B.9.10","Brown leather cover over pasteboards; on the spine gold tooling with title, Origenis Tractat.; three paper labels with the shelfmark B.9.10. 362 240 18",Some scratches on the left cover.,,,,1650,1799,,gregorian,362.0,362.0,362.0,240.0,240.0,240.0,18.0,18.0,18.0,mm
_binding_1,manuscript_11938,,,"Cambridge, Trinity College, MS B.9.11","Western binding; full leather cover, over pasteboards. Blind tooling on the edges. Gold tooling on the spine with title Origen | In | Joan.; on the spine are pasted three leather labels with shelfmark, B 9 11. 305 195 23",,,,,1700,1950,,gregorian,305.0,305.0,305.0,195.0,195.0,195.0,23.0,23.0,23.0,mm
_binding_1,manuscript_11939,,,"Cambridge, Trinity College, MS B.9.12",Wooden boards covered with brown leather; edges are tooled in blind. Spine with bands tooled in gold and a red leather label with title: Chrysostomi Homilae in Matthaeum.; 365 275 103,,,,,1600,1700,,gregorian,365.0,365.0,365.0,275.0,275.0,275.0,103.0,103.0,103.0,mm
_binding_1,manuscript_11940,,,"Cambridge, Trinity College, MS B.9.13","Full tanned calfskin, tightback. Spine with bands tooled in gold and a red leather label with title: Chrysostomi Homilae in Genesim. Τhe author name (Γρ θεολ) is present on the headband.; 355 270 110",,,,,1600,1700,,gregorian,355.0,355.0,355.0,270.0,270.0,270.0,110.0,110.0,110.0,mm
_binding_1,manuscript_11941,,,"Cambridge, Trinity College, MS B.9.14","18th-century full leather binding over couched-laminate boards, with plain pastedowns. There is decorative blind tooling on the edges of the boards. Rebacked spine with decorative gold tooling and the title Vitae Sanctorum MSS tooled in gold on a red label. The classmark appears on patches on the spine. Tabs of page markers in red leather survive on the edge of folios where each text begins. The word Οκτοβριο has been written on the head-edge.; 366 280 91",The binding has been rebacked.,,,,1700,1799,,gregorian,366.0,366.0,366.0,280.0,280.0,280.0,91.0,91.0,91.0,mm
_binding_1,manuscript_11942,,,"Cambridge, Trinity College, MS B.9.15","19th-century full leather binding over millboards, with plain pastedowns. The title ""Gregorii Nazianzeni Orationes"" is tooled in gold on a red leather label on the spine.; 345 251 116",Both upper and lower joints are damaged and the leather over the sewing supports has almost totally worn away. The tailband is split and partially detached.,,,,1800,1899,,gregorian,345.0,345.0,345.0,251.0,251.0,251.0,116.0,116.0,116.0,mm
_binding_1,manuscript_11943,,,"Cambridge, Trinity College, MS B.10.3","Late 16th-century full leather binding over wooden boards, with plain pastedowns. Stubs of two pairs of cord fastenings survive near the fore-edge of the boards. Both boards are decorated with simple blind-tooled borders and the arms of John Whitgift as Archbishop of Canterbury tooled in gold. There is decorative gold tooling and the title Novum Testamentum Graecum MS tooled in gold on the later spine, along with the classmark on labels.; 330 284 80","The binding has been rebacked, and damage to the corners repaired.",,,,1583,1599,,gregorian,330.0,330.0,330.0,284.0,284.0,284.0,80.0,80.0,80.0,mm
_binding_1,manuscript_11944,,,"Cambridge, Trinity College, MS B.10.11","18th-century full leather binding over millboards, with plain pastedowns. There is decorative blind tooling on the edges of the boards, gold tooling on the spine and the title Psalterium Graece Theodori tooled in gold on a red label.; 214 151 34",,,,,1700,1799,,gregorian,214.0,214.0,214.0,151.0,151.0,151.0,34.0,34.0,34.0,mm
_binding_1,manuscript_11945,,,"Cambridge, Trinity College, MS B.10.16","18th-century full leather binding over couched-laminate boards, with plain pastedowns. Leather page-marker tabs indicate the beginning of texts. There is decorative blind tooling in a lozenge pattern on the edges of the boards, and gold tooling on the spine. The title Quatuor Evangelia Graece MSS is tooled in gold on a red label on the spine, and the classmark appears on patches.; 195 145 84",The tailband is split and both it and the headband are partially detached. The spine covering is split in line with the split in the tailband,,,,1700,1799,,gregorian,195.0,195.0,195.0,145.0,145.0,145.0,84.0,84.0,84.0,mm
